,,0
new_cases_smoothed,cardiovasc_death_rate,-0.0994389664964425
cardiovasc_death_rate,new_cases_smoothed,-0.0994389664964425
extreme_poverty,positive_rate,-0.0975298033952015
positive_rate,extreme_poverty,-0.0975298033952015
reproduction_rate,total_deaths,-0.0970297640164196
total_deaths,reproduction_rate,-0.0970297640164196
handwashing_facilities,hosp_patients_per_million,-0.09666333601792916
hosp_patients_per_million,handwashing_facilities,-0.09666333601792916
life_expectancy,new_deaths,-0.09661983615845324
new_deaths,life_expectancy,-0.09661983615845324
new_people_vaccinated_smoothed,total_boosters_per_hundred,-0.09632222182600696
total_boosters_per_hundred,new_people_vaccinated_smoothed,-0.09632222182600696
people_fully_vaccinated,female_smokers,-0.09548509179377888
female_smokers,people_fully_vaccinated,-0.09548509179377888
reproduction_rate,total_cases,-0.0941931573587852
total_cases,reproduction_rate,-0.0941931573587852
new_vaccinations_smoothed_per_million,extreme_poverty,-0.09307965709811086
extreme_poverty,new_vaccinations_smoothed_per_million,-0.09307965709811086
median_age,total_cases,-0.09118616362312623
total_cases,median_age,-0.09118616362312623
gdp_per_capita,cardiovasc_death_rate,-0.08944066109528363
cardiovasc_death_rate,gdp_per_capita,-0.08944066109528363
new_vaccinations_smoothed,life_expectancy,-0.08923040988539305
life_expectancy,new_vaccinations_smoothed,-0.08923040988539305
new_tests_smoothed_per_thousand,handwashing_facilities,-0.08884388191067467
handwashing_facilities,new_tests_smoothed_per_thousand,-0.08884388191067467
hosp_patients_per_million,extreme_poverty,-0.08862264976788695
extreme_poverty,hosp_patients_per_million,-0.08862264976788695
female_smokers,total_vaccinations,-0.08842925206751397
total_vaccinations,female_smokers,-0.08842925206751397
people_vaccinated,weekly_hosp_admissions_per_million,-0.0868389583051735
weekly_hosp_admissions_per_million,people_vaccinated,-0.0868389583051735
extreme_poverty,weekly_hosp_admissions_per_million,-0.08671210921357322
weekly_hosp_admissions_per_million,extreme_poverty,-0.08671210921357322
new_vaccinations_smoothed,human_development_index,-0.08636680852199707
human_development_index,new_vaccinations_smoothed,-0.08636680852199707
total_deaths,hospital_beds_per_thousand,-0.08624767520445131
hospital_beds_per_thousand,total_deaths,-0.08624767520445131
cardiovasc_death_rate,new_vaccinations_smoothed_per_million,-0.08601469800261075
new_vaccinations_smoothed_per_million,cardiovasc_death_rate,-0.08601469800261075
people_vaccinated_per_hundred,cardiovasc_death_rate,-0.08586564339455251
cardiovasc_death_rate,people_vaccinated_per_hundred,-0.08586564339455251
total_vaccinations_per_hundred,new_deaths_smoothed_per_million,-0.08575784153207103
extreme_poverty,new_cases_smoothed_per_million,-0.08531752206055
new_cases_smoothed_per_million,extreme_poverty,-0.08531752206055
cardiovasc_death_rate,total_deaths_per_million,-0.08491981065354826
total_deaths_per_million,cardiovasc_death_rate,-0.08491981065354826
people_fully_vaccinated_per_hundred,cardiovasc_death_rate,-0.08457966285955446
cardiovasc_death_rate,people_fully_vaccinated_per_hundred,-0.08457966285955446
icu_patients_per_million,people_vaccinated,-0.08419254253663909
people_vaccinated,icu_patients_per_million,-0.08419254253663909
people_fully_vaccinated,icu_patients_per_million,-0.08338194305712665
icu_patients_per_million,people_fully_vaccinated,-0.08338194305712665
new_people_vaccinated_smoothed,human_development_index,-0.08320665285785595
human_development_index,new_people_vaccinated_smoothed,-0.08320665285785595
new_people_vaccinated_smoothed_per_hundred,total_vaccinations,-0.08308176786945397
total_vaccinations,new_people_vaccinated_smoothed_per_hundred,-0.08308176786945397
extreme_poverty,new_tests_per_thousand,-0.08263832152384328
new_tests_per_thousand,extreme_poverty,-0.08263832152384328
icu_patients_per_million,total_vaccinations,-0.0824950193972681
total_vaccinations,icu_patients_per_million,-0.0824950193972681
new_vaccinations,female_smokers,-0.08175260669151375
female_smokers,new_vaccinations,-0.08175260669151375
new_cases_smoothed,human_development_index,-0.0817218017338626
human_development_index,new_cases_smoothed,-0.0817218017338626
handwashing_facilities,aged_70_older,-0.08161921506072874
aged_70_older,handwashing_facilities,-0.08161921506072874
people_vaccinated,hosp_patients_per_million,-0.08157838266375904
hosp_patients_per_million,people_vaccinated,-0.08157838266375904
people_fully_vaccinated_per_hundred,new_deaths_smoothed_per_million,-0.08149314322743333
new_people_vaccinated_smoothed_per_hundred,people_fully_vaccinated,-0.08138925359442767
people_fully_vaccinated,new_people_vaccinated_smoothed_per_hundred,-0.08138925359442767
weekly_hosp_admissions_per_million,people_fully_vaccinated,-0.0811397926950931
people_fully_vaccinated,weekly_hosp_admissions_per_million,-0.0811397926950931
handwashing_facilities,weekly_icu_admissions_per_million,-0.08065351907597927
weekly_icu_admissions_per_million,handwashing_facilities,-0.08065351907597927
diabetes_prevalence,new_cases_smoothed,-0.08052024078751971
new_cases_smoothed,diabetes_prevalence,-0.08052024078751971
life_expectancy,new_people_vaccinated_smoothed,-0.08029921105231735
new_people_vaccinated_smoothed,life_expectancy,-0.08029921105231735
total_deaths,male_smokers,-0.08028527502208846
male_smokers,total_deaths,-0.08028527502208846
people_fully_vaccinated,hosp_patients_per_million,-0.08019722823970385
hosp_patients_per_million,people_fully_vaccinated,-0.08019722823970385
cardiovasc_death_rate,total_tests_per_thousand,-0.08012569099233847
total_tests_per_thousand,cardiovasc_death_rate,-0.08012569099233847
total_vaccinations,hosp_patients_per_million,-0.08010923193404473
hosp_patients_per_million,total_vaccinations,-0.08010923193404473
total_vaccinations,weekly_hosp_admissions_per_million,-0.07986809296359852
weekly_hosp_admissions_per_million,total_vaccinations,-0.07986809296359852
new_deaths_smoothed,hospital_beds_per_thousand,-0.07750216504082617
hospital_beds_per_thousand,new_deaths_smoothed,-0.07750216504082617
new_deaths_smoothed,male_smokers,-0.07721316396182211
male_smokers,new_deaths_smoothed,-0.07721316396182211
total_boosters,icu_patients_per_million,-0.07717987420094861
icu_patients_per_million,total_boosters,-0.07717987420094861
total_vaccinations,extreme_poverty,-0.07652477807824136
extreme_poverty,total_vaccinations,-0.07652477807824136
new_cases_smoothed_per_million,handwashing_facilities,-0.07496979609187024
handwashing_facilities,new_cases_smoothed_per_million,-0.07496979609187024
icu_patients_per_million,extreme_poverty,-0.07456389739847291
extreme_poverty,icu_patients_per_million,-0.07456389739847291
new_vaccinations_smoothed_per_million,total_vaccinations,-0.0745576056125686
total_vaccinations,new_vaccinations_smoothed_per_million,-0.0745576056125686
excess_mortality_cumulative_absolute,extreme_poverty,-0.07232241017915766
extreme_poverty,excess_mortality_cumulative_absolute,-0.07232241017915766
new_people_vaccinated_smoothed_per_hundred,people_vaccinated,-0.07218849514738121
people_vaccinated,new_people_vaccinated_smoothed_per_hundred,-0.07218849514738121
reproduction_rate,total_boosters_per_hundred,-0.07209561866460973
total_boosters_per_hundred,reproduction_rate,-0.07209561866460973
total_deaths_per_million,new_vaccinations,-0.07181837189827582
new_vaccinations,total_deaths_per_million,-0.07181837189827582
male_smokers,total_cases,-0.07120600009189088
total_cases,male_smokers,-0.07120600009189088
new_deaths_smoothed,people_fully_vaccinated_per_hundred,-0.07113191914509301
people_fully_vaccinated_per_hundred,new_deaths_smoothed,-0.07113191914509301
handwashing_facilities,hosp_patients,-0.07063004060432336
hosp_patients,handwashing_facilities,-0.07063004060432336
stringency_index,new_vaccinations_smoothed,-0.07009734691132595
new_vaccinations_smoothed,stringency_index,-0.07009734691132595
new_deaths_smoothed,total_boosters_per_hundred,-0.06915121445995152
total_boosters_per_hundred,new_deaths_smoothed,-0.06915121445995152
new_vaccinations_smoothed_per_million,people_fully_vaccinated,-0.06856410432432561
people_fully_vaccinated,new_vaccinations_smoothed_per_million,-0.06856410432432561
total_cases,hospital_beds_per_thousand,-0.06791173695353402
hospital_beds_per_thousand,total_cases,-0.06791173695353402
human_development_index,population_density,-0.06744536887098693
population_density,human_development_index,-0.06744536887098693
total_boosters,hosp_patients_per_million,-0.06688071563128888
hosp_patients_per_million,total_boosters,-0.06688071563128888
new_people_vaccinated_smoothed,total_cases_per_million,-0.06655182829609156
total_cases_per_million,new_people_vaccinated_smoothed,-0.06655182829609156
total_boosters,weekly_hosp_admissions_per_million,-0.0665123057211597
weekly_hosp_admissions_per_million,total_boosters,-0.0665123057211597
aged_65_older,total_deaths,-0.06631481093359747
total_deaths,aged_65_older,-0.06631481093359747
handwashing_facilities,population_density,-0.06595075076390997
population_density,handwashing_facilities,-0.06595075076390997
total_boosters_per_hundred,new_vaccinations_smoothed,-0.06557500280242311
new_vaccinations_smoothed,total_boosters_per_hundred,-0.06557500280242311
cardiovasc_death_rate,weekly_hosp_admissions_per_million,-0.06554944421674896
weekly_hosp_admissions_per_million,cardiovasc_death_rate,-0.06554944421674896
people_vaccinated_per_hundred,new_deaths_smoothed_per_million,-0.06513292921328327
total_vaccinations_per_hundred,new_deaths_smoothed,-0.06437904396518492
new_deaths_smoothed,total_vaccinations_per_hundred,-0.06437904396518492
aged_65_older,new_vaccinations,-0.06403654498314329
new_vaccinations,aged_65_older,-0.06403654498314329
aged_70_older,new_vaccinations,-0.06335631004481244
new_vaccinations,aged_70_older,-0.06335631004481244
male_smokers,population_density,-0.06294533123565234
population_density,male_smokers,-0.06294533123565234
handwashing_facilities,total_deaths_per_million,-0.06222141700230696
total_deaths_per_million,handwashing_facilities,-0.06222141700230696
life_expectancy,new_cases,-0.061934451687267564
new_cases,life_expectancy,-0.061934451687267564
new_deaths_smoothed,aged_65_older,-0.06125755479949997
aged_65_older,new_deaths_smoothed,-0.06125755479949997
handwashing_facilities,weekly_icu_admissions,-0.06125455535700798
weekly_icu_admissions,handwashing_facilities,-0.06125455535700798
extreme_poverty,people_fully_vaccinated,-0.06116942984922959
people_fully_vaccinated,extreme_poverty,-0.06116942984922959
new_deaths_smoothed,excess_mortality_cumulative_per_million,-0.06052658113140509
excess_mortality_cumulative_per_million,new_deaths_smoothed,-0.06052658113140509
people_vaccinated_per_hundred,new_deaths_smoothed,-0.060379284524401604
new_deaths_smoothed,people_vaccinated_per_hundred,-0.060379284524401604
extreme_poverty,total_deaths,-0.059848837107295605
total_deaths,extreme_poverty,-0.059848837107295605
excess_mortality_cumulative_per_million,stringency_index,-0.059047777448607015
stringency_index,excess_mortality_cumulative_per_million,-0.059047777448607015
new_vaccinations_smoothed_per_million,people_vaccinated,-0.058823740259791917
people_vaccinated,new_vaccinations_smoothed_per_million,-0.058823740259791917
new_people_vaccinated_smoothed,total_deaths_per_million,-0.05856848720434169
total_deaths_per_million,new_people_vaccinated_smoothed,-0.05856848720434169
new_vaccinations_smoothed,diabetes_prevalence,-0.05855230369445474
diabetes_prevalence,new_vaccinations_smoothed,-0.05855230369445474
aged_70_older,people_vaccinated,-0.058493706036168026
people_vaccinated,aged_70_older,-0.058493706036168026
cardiovasc_death_rate,new_tests_smoothed_per_thousand,-0.05769911403042379
new_tests_smoothed_per_thousand,cardiovasc_death_rate,-0.05769911403042379
new_deaths_smoothed,stringency_index,-0.05746777218608142
stringency_index,new_deaths_smoothed,-0.05746777218608142
people_vaccinated,weekly_icu_admissions_per_million,-0.05741500524830356
weekly_icu_admissions_per_million,people_vaccinated,-0.05741500524830356
total_deaths,aged_70_older,-0.057183060084210945
aged_70_older,total_deaths,-0.057183060084210945
reproduction_rate,total_vaccinations_per_hundred,-0.05706009699362573
total_vaccinations_per_hundred,reproduction_rate,-0.05706009699362573
reproduction_rate,new_deaths_smoothed,-0.05703953009218853
new_deaths_smoothed,reproduction_rate,-0.05703953009218853
extreme_poverty,total_cases,-0.05676485887110658
total_cases,extreme_poverty,-0.05676485887110658
total_deaths,female_smokers,-0.05624478474552347
female_smokers,total_deaths,-0.05624478474552347
new_people_vaccinated_smoothed,excess_mortality_cumulative_per_million,-0.0561293479814715
excess_mortality_cumulative_per_million,new_people_vaccinated_smoothed,-0.0561293479814715
total_cases_per_million,new_vaccinations_smoothed,-0.055922017972199915
new_vaccinations_smoothed,total_cases_per_million,-0.055922017972199915
hosp_patients,cardiovasc_death_rate,-0.055702540653704405
cardiovasc_death_rate,hosp_patients,-0.055702540653704405
reproduction_rate,people_vaccinated_per_hundred,-0.055695601632049965
people_vaccinated_per_hundred,reproduction_rate,-0.055695601632049965
total_cases,excess_mortality_cumulative,-0.05569373113654736
excess_mortality_cumulative,total_cases,-0.05569373113654736
total_boosters_per_hundred,handwashing_facilities,-0.055651787281579344
handwashing_facilities,total_boosters_per_hundred,-0.055651787281579344
handwashing_facilities,weekly_hosp_admissions,-0.055600173112764155
weekly_hosp_admissions,handwashing_facilities,-0.055600173112764155
people_vaccinated,extreme_poverty,-0.05552052624952778
extreme_poverty,people_vaccinated,-0.05552052624952778
positive_rate,new_deaths_smoothed,-0.05535852653310693
new_deaths_smoothed,positive_rate,-0.05535852653310693
new_cases_smoothed,median_age,-0.055142687982226664
median_age,new_cases_smoothed,-0.055142687982226664
handwashing_facilities,icu_patients,-0.054993548841608904
icu_patients,handwashing_facilities,-0.054993548841608904
stringency_index,new_people_vaccinated_smoothed,-0.05494772604298567
new_people_vaccinated_smoothed,stringency_index,-0.05494772604298567
new_deaths_smoothed,total_cases_per_million,-0.05467046713667759
total_cases_per_million,new_deaths_smoothed,-0.05467046713667759
new_people_vaccinated_smoothed_per_hundred,people_vaccinated_per_hundred,-0.054614720809755976
people_vaccinated_per_hundred,new_people_vaccinated_smoothed_per_hundred,-0.054614720809755976
people_fully_vaccinated,weekly_icu_admissions_per_million,-0.054440451618580986
weekly_icu_admissions_per_million,people_fully_vaccinated,-0.054440451618580986
people_fully_vaccinated_per_hundred,new_people_vaccinated_smoothed,-0.05430301741137681
new_people_vaccinated_smoothed,people_fully_vaccinated_per_hundred,-0.05430301741137681
new_deaths,cardiovasc_death_rate,-0.054279342745415446
cardiovasc_death_rate,new_deaths,-0.054279342745415446
female_smokers,population_density,-0.054258411875729204
population_density,female_smokers,-0.054258411875729204
new_vaccinations_smoothed,female_smokers,-0.054059875245583575
female_smokers,new_vaccinations_smoothed,-0.054059875245583575
new_people_vaccinated_smoothed,diabetes_prevalence,-0.05402156011002622
diabetes_prevalence,new_people_vaccinated_smoothed,-0.05402156011002622
total_boosters,female_smokers,-0.053585826347055124
female_smokers,total_boosters,-0.053585826347055124
population_density,extreme_poverty,-0.05349413469512051
extreme_poverty,population_density,-0.05349413469512051
extreme_poverty,weekly_icu_admissions_per_million,-0.05345800317070371
weekly_icu_admissions_per_million,extreme_poverty,-0.05345800317070371
female_smokers,new_people_vaccinated_smoothed,-0.053379009157565986
new_people_vaccinated_smoothed,female_smokers,-0.053379009157565986
people_fully_vaccinated_per_hundred,reproduction_rate,-0.05327931129890945
reproduction_rate,people_fully_vaccinated_per_hundred,-0.05327931129890945
excess_mortality_cumulative_per_million,new_vaccinations_smoothed,-0.05309585065075957
new_vaccinations_smoothed,excess_mortality_cumulative_per_million,-0.05309585065075957
total_deaths,positive_rate,-0.05290077312170606
positive_rate,total_deaths,-0.05290077312170606
new_deaths_smoothed,female_smokers,-0.05274950065982705
female_smokers,new_deaths_smoothed,-0.05274950065982705
gdp_per_capita,new_vaccinations_smoothed,-0.052709712523864596
new_vaccinations_smoothed,gdp_per_capita,-0.052709712523864596
weekly_icu_admissions_per_million,total_vaccinations,-0.05237137273523227
total_vaccinations,weekly_icu_admissions_per_million,-0.05237137273523227
new_deaths_smoothed,extreme_poverty,-0.05223466956411265
extreme_poverty,new_deaths_smoothed,-0.05223466956411265
life_expectancy,extreme_poverty,-0.05219779054199318
extreme_poverty,life_expectancy,-0.05219779054199318
people_vaccinated,aged_65_older,-0.05185710823346733
aged_65_older,people_vaccinated,-0.05185710823346733
people_fully_vaccinated,aged_70_older,-0.0517079779140066
aged_70_older,people_fully_vaccinated,-0.0517079779140066
aged_70_older,new_deaths_smoothed,-0.051691803457790814
new_deaths_smoothed,aged_70_older,-0.051691803457790814
total_deaths_per_million,new_vaccinations_smoothed,-0.05133702705949018
new_vaccinations_smoothed,total_deaths_per_million,-0.05133702705949018
female_smokers,total_cases,-0.05081276057498937
total_cases,female_smokers,-0.05081276057498937
new_cases_smoothed,male_smokers,-0.05073873048159006
male_smokers,new_cases_smoothed,-0.05073873048159006
new_people_vaccinated_smoothed,gdp_per_capita,-0.05056973349433321
gdp_per_capita,new_people_vaccinated_smoothed,-0.05056973349433321
total_vaccinations_per_hundred,new_people_vaccinated_smoothed,-0.050101931808951256
new_people_vaccinated_smoothed,total_vaccinations_per_hundred,-0.050101931808951256
icu_patients_per_million,total_boosters_per_hundred,-0.05007033213520626
total_boosters_per_hundred,icu_patients_per_million,-0.05007033213520626
weekly_icu_admissions,cardiovasc_death_rate,-0.049987984433842524
cardiovasc_death_rate,weekly_icu_admissions,-0.049987984433842524
new_people_vaccinated_smoothed,positive_rate,-0.049766852375320365
positive_rate,new_people_vaccinated_smoothed,-0.049766852375320365
stringency_index,new_cases_smoothed,-0.049417504219711715
new_cases_smoothed,stringency_index,-0.049417504219711715
excess_mortality_cumulative,new_deaths_smoothed,-0.0488233575154611
new_deaths_smoothed,excess_mortality_cumulative,-0.0488233575154611
human_development_index,new_deaths,-0.048579519232830264
new_deaths,human_development_index,-0.048579519232830264
total_boosters,weekly_icu_admissions_per_million,-0.048270002402947695
weekly_icu_admissions_per_million,total_boosters,-0.048270002402947695
positive_rate,new_vaccinations_smoothed,-0.04798246576794128
new_vaccinations_smoothed,positive_rate,-0.04798246576794128
hosp_patients,extreme_poverty,-0.04795316414179884
extreme_poverty,hosp_patients,-0.04795316414179884
new_cases_smoothed_per_million,people_vaccinated,-0.04738339115927259
people_vaccinated,new_cases_smoothed_per_million,-0.04738339115927259
diabetes_prevalence,weekly_hosp_admissions_per_million,-0.04725822828753131
weekly_hosp_admissions_per_million,diabetes_prevalence,-0.04725822828753131
total_deaths,excess_mortality_cumulative,-0.04701415141259127
excess_mortality_cumulative,total_deaths,-0.04701415141259127
new_vaccinations,weekly_hosp_admissions_per_million,-0.04691608532221647
weekly_hosp_admissions_per_million,new_vaccinations,-0.04691608532221647
reproduction_rate,new_vaccinations_smoothed,-0.04661163904955716
new_vaccinations_smoothed,reproduction_rate,-0.04661163904955716
new_cases_smoothed_per_million,total_boosters,-0.046139184639147034
total_boosters,new_cases_smoothed_per_million,-0.046139184639147034
total_vaccinations,new_cases_smoothed_per_million,-0.04597084597967329
new_cases_smoothed_per_million,total_vaccinations,-0.04597084597967329
new_deaths,diabetes_prevalence,-0.04570041274687777
diabetes_prevalence,new_deaths,-0.04570041274687777
hospital_beds_per_thousand,new_cases_smoothed,-0.04563949503181513
new_cases_smoothed,hospital_beds_per_thousand,-0.04563949503181513
aged_65_older,total_cases,-0.04552293231512526
total_cases,aged_65_older,-0.04552293231512526
excess_mortality_cumulative,new_vaccinations_smoothed,-0.04541479654218833
new_vaccinations_smoothed,excess_mortality_cumulative,-0.04541479654218833
excess_mortality_cumulative,new_people_vaccinated_smoothed,-0.04523079607406885
new_people_vaccinated_smoothed,excess_mortality_cumulative,-0.04523079607406885
aged_65_older,new_people_vaccinated_smoothed,-0.045176915051400826
new_people_vaccinated_smoothed,aged_65_older,-0.045176915051400826
aged_65_older,people_fully_vaccinated,-0.04514602247433509
people_fully_vaccinated,aged_65_older,-0.04514602247433509
new_people_vaccinated_smoothed_per_hundred,cardiovasc_death_rate,-0.044956536943256374
cardiovasc_death_rate,new_people_vaccinated_smoothed_per_hundred,-0.044956536943256374
people_fully_vaccinated,new_cases_smoothed_per_million,-0.044912190642363466
new_cases_smoothed_per_million,people_fully_vaccinated,-0.044912190642363466
new_people_vaccinated_smoothed_per_hundred,total_deaths_per_million,-0.04416288185482985
